ID_V;ID_P;Zona;UPZ;Calle;Sur;Carrera;Estrato;Zonas_Comunes;Cercania_TM;Valorizacion;Cant_Viv_Proy;Conjunto_Cerrado;Deporte;Acceso_Discapacitados;Fecha_Entrega;Meses_Entrega;Casa_Apartamento;Cuartos;Banos;Parqueaderos;Balcon;Area_Privada;Area_Construida;Precio;Cuota_Inicial;Mens_Cuota_Inicial;Cuota_Credito;Tipo_Apartamento;Nombre_Proyecto;Constructora;Link
359;40008;4;110;21A;0;70;5;3;2;2;3;1;1;0;1/09/2019; 12 ; 1 ;3;3;1;1;87.00;98.00;721.30;216.39;2.21;5.12; APARTAMENTO 98 ;GRAN RESERVA DE OPORTO;CUSEZAR;http://www.metrocuadrado.com/proyecto/gran-reserva-de-oporto/1631-C00011-01
360;40008;4;110;21A;0;70;5;3;2;2;3;1;1;0;1/09/2019; 12 ; 1 ;2;2;1;1;72.00;80.00;613.20;183.96;2.30;4.35; APARTAMENTO 80 ;GRAN RESERVA DE OPORTO;CUSEZAR;http://www.metrocuadrado.com/proyecto/gran-reserva-de-oporto/1631-C00011-01
361;40009;4;112;17;0;81B;4;3;2;2;2;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;62.00;72.00;285.40;85.62;1.19;2.03; 1 ;DELPINO;CONSTRUCTORA CONCONCRETO SA;http://www.metrocuadrado.com/proyecto/delpino/4212-C00004-01
362;40009;4;122;17;0;81B;4;3;2;2;2;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;77.00;84.00;350.65;105.19;1.25;2.49; 2 ;DELPINO;CONSTRUCTORA CONCONCRETO SA;http://www.metrocuadrado.com/proyecto/delpino/4212-C00004-01
363;20014;2;27;158;0;96A;2;3;2;2;3;1;1;0;1/03/2021; 30 ; 1 ;2;1;0;0;36.28;31.21;118.00;35.40;1.13;0.84; APARTAMENTO TIPO ;OKA 96;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/oka-96/71-C0007-01
364;10020;1;16;103;0;13;5;3;2;2;1;0;0;1;14/09/2018; 0 ; 1 ;2;2;2;1;83.00;83.00;560.04;168.01;2.02;3.98; DUPLEX 503 ;ALUMINE;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/alumine/539-C0004-01
365;10021;1;16;106;0;13;5;3;2;2;2;0;0;1;14/09/2018; 0 ; 1 ;2;3;2;1;92.00;92.00;762.50;228.75;2.49;5.41; 601 ;KYNNO;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/kynno/539-C0006-01
366;10022;1;16;112;0;17;6;2;3;2;2;0;5;1;1/03/2021; 30 ; 1 ;3;3;2;1;101.16;110.00;872.80;261.84;2.38;6.20; 2 ;SAN PATRIZIO;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/san-patrizio/4679-C00003-02
367;10022;1;16;112;0;17;6;2;3;2;2;0;5;1;1/03/2021; 30 ; 1 ;2;2;2;1;78.06;83.77;644.28;193.28;2.31;4.57; 3 ;SAN PATRIZIO;OCHODOCE SAS;http://www.metrocuadrado.com/proyecto/san-patrizio/4679-C00003-02
368;60007;6;58;77;1;1D;2;3;2;1;3;1;6;1;1/09/2019; 12 ; 1 ;3;2;0;0;46.69;51.46;101.00;30.30;0.59;0.72; 1 ;MILAN;INGENAL ARQUITECTURA Y CONSTRUCCION;http://www.metrocuadrado.com/proyecto/milan/5244-C0007-03
369;60007;6;58;77;1;1D;2;3;2;1;3;1;6;1;1/09/2019; 12 ; 1 ;3;2;0;1;50.30;55.64;105.45;31.64;0.57;0.75; 1A ;MILAN;INGENAL ARQUITECTURA Y CONSTRUCCION;http://www.metrocuadrado.com/proyecto/milan/5244-C0007-03
370;60007;6;58;77;1;1D;2;3;2;1;3;1;6;1;1/09/2019; 12 ; 1 ;3;2;0;0;48.66;53.31;104.15;31.25;0.59;0.74; 2 ;MILAN;INGENAL ARQUITECTURA Y CONSTRUCCION;http://www.metrocuadrado.com/proyecto/milan/5244-C0007-03
371;40019;4;73;115;0;78B;3;3;3;1;3;1;5;0;14/09/2018; 0 ; 1 ;3;2;1;1;76.00;84.00;287.12;86.13;1.03;2.04; APTO 2 ;EL POBLADO;CONSTRUCTORA CONCONCRETO SA;http://www.metrocuadrado.com/proyecto/el-poblado/4212-C00006-02
372;30012;3;97;95;0;21;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;2;2;1;1;55.10;58.50;574.46;172.34;2.95;4.08; A ;URBAN K;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/urban-k/539-C0002-01
373;30012;3;97;95;0;21;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;1;1;1;1;27.80;31.90;340.46;102.14;3.20;2.42; C ;URBAN K;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/urban-k/539-C0002-01
374;30012;3;97;95;0;21;6;3;3;1;2;0;1;1;1/09/2019; 12 ; 1 ;2;2;1;1;58.50;58.50;657.66;197.30;3.37;4.67; 539-C0002-04 ;URBAN K;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/urban-k/539-C0002-01
375;10023;1;16;102;0;22;6;3;3;2;2;0;1;1;14/09/2018; 0 ; 1 ;2;3;2;1;116.00;116.00;1050.00;315.00;2.72;7.45; PENT - HOUSE ;KYTARO;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/kytaro/539-C0005-02
376;10024;1;16;127;0;7B;5;3;2;2;2;0;1;0;1/09/2019; 12 ; 1 ;2;2;2;1;72.32;73.50;455.70;136.71;1.86;3.24; 7 ;NT TOWER;NT GROUP;http://www.metrocuadrado.com/proyecto/nt-tower/4740-C0006-02 
377;30013;3;93;18;0;4;3;3;3;1;3;0;1;0;1/09/2019; 12 ; 1 ;1;1;0;0;24.00;26.00;126.00;37.80;1.45;0.89; APARTAESTUDIOS ;TORRE ACQUA;HABITUS CONSTRUCCIONES SAS;http://www.metrocuadrado.com/proyecto/torre-acqua/801-C0004-01 
379;20014;2;27;147B;0;89;4;3;3;1;1;0;5;0;14/09/2018; 0 ;0;3;3;2;1;156.96;141.67;575.00;172.50;1.22;4.08; MEDIANERA ;AGORA;INGENAL ARQUITECTURA Y CONSTRUCCION;http://www.metrocuadrado.com/proyecto/agora/5244-C0003-02
380;20014;2;27;147B;0;89;4;3;3;1;1;0;5;0;14/09/2018; 0 ;0;3;3;2;1;146.00;158.00;590.00;177.00;1.12;4.19; ESQUINERA ;AGORA;INGENAL ARQUITECTURA Y CONSTRUCCION;http://www.metrocuadrado.com/proyecto/agora/5244-C0003-02
381;20015;2;28;209;0;114;6;3;2;1;1;0;5;0;14/09/2018; 0 ;0;4;4;3;1;190.00;225.00;890.00;267.00;1.19;6.32; CASA ;TORREMOLINOS;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/torremolinos/672-C0004-01
382;20016;2;28;209;0;77;6;3;2;1;1;1;5;0;1/09/2019; 12 ;0;3;5;3;1;190.00;225.00;1040.00;312.00;1.39;7.38; CASA 1 ;TORREMOLINOS;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/torremolinos-casas-campestres/4212-C00009-01
